Hello GP-ufjf!
NumTree: 1
TotalTrain : 410
TotalTest : 307
TotalValidation : 307
Criar populacao inicial
pop criada
0 1052.13 
1 0 1052.13 
2 0 1052.13 
3 0 1052.13 
4 0 1052.13 
5 0 1052.13 
6 0 1052.13 
7 0 1052.13 
8 0 1052.13 
9 0 1052.13 
10 0 1052.13 
11 0 1052.13 
12 0 1052.13 
13 0 1052.13 
14 0 1052.13 
15 0 1052.13 
16 0 1052.13 
17 0 1052.13 
18 0 1052.13 
19 0 1052.13 
20 0 1052.13 
21 0 1052.13 
22 0 1052.13 
23 0 1052.13 
24 0 1052.13 
25 0 1052.13 
26 0 1052.13 
27 0 1052.13 
28 0 1052.13 
29 0 1052.13 
30 0 1052.13 
31 0 1052.13 
32 0 1052.13 
33 0 1052.13 
34 0 1052.13 
35 0 1052.13 
36 0 1052.13 
37 0 1052.13 
38 0 1052.13 
39 0 1052.13 
40 0 1052.13 
41 0 1052.13 
42 0 1052.13 
43 0 1052.13 
44 0 1052.13 
45 0 1052.13 
46 0 1052.13 
47 0 1052.13 
48 0 1052.13 
49 0 1052.13 
50 0 1052.13 
51 0 1052.13 
52 0 1052.13 
53 0 1052.13 
54 0 1052.13 
55 0 1052.13 
56 0 1052.13 
57 0 1052.13 
58 0 1052.13 
59 0 1052.13 
60 0 1052.13 
61 0 1052.13 
62 0 1052.13 
63 0 1052.13 
64 0 1052.13 
65 0 1052.13 
66 0 1052.13 
67 0 1052.13 
68 0 1052.13 
69 0 1052.13 
70 0 1052.13 
71 0 1052.13 
72 0 1052.13 
73 0 1052.13 
74 0 1052.13 
75 0 1052.13 
76 0 1052.13 
77 0 1052.13 
78 0 1052.13 
79 0 1052.13 
80 0 1052.13 
81 0 1052.13 
82 0 1052.13 
83 0 1052.13 
84 0 1052.13 
85 0 1052.13 
86 0 1052.13 
87 0 1052.13 
88 0 1052.13 
89 0 1052.13 
90 0 1052.13 
91 0 1052.13 
92 0 1052.13 
93 0 1052.13 
94 0 1052.13 
95 0 1052.13 
96 0 1052.13 
97 0 1052.13 
98 0 1052.13 
99 0 1052.13 
0 0 346.618
3 0 268.857
5 0 276.179
10 0 251.012
1052.13 346.618 268.857 276.179 251.012
