Hello GP-ufjf!
NumTree: 1
TotalTrain : 410
TotalTest : 307
TotalValidation : 307
Criar populacao inicial
pop criada
0 955 
1 0 955 
2 0 955 
3 0 955 
4 0 955 
5 0 955 
6 0 955 
7 0 955 
8 0 955 
9 0 955 
10 0 955 
11 0 955 
12 0 955 
13 0 955 
14 0 955 
15 0 955 
16 0 955 
17 0 955 
18 0 955 
19 0 955 
20 0 955 
21 0 955 
22 0 955 
23 0 955 
24 0 955 
25 0 955 
26 0 955 
27 0 955 
28 0 955 
29 0 955 
30 0 955 
31 0 955 
32 0 955 
33 0 955 
34 0 955 
35 0 955 
36 0 955 
37 0 955 
38 0 955 
39 0 955 
40 0 955 
41 0 955 
42 0 955 
43 0 955 
44 0 955 
45 0 955 
46 0 955 
47 1 4224 
48 2 1886.82 
49 2 1886.82 
50 2 1886.82 
51 2 1886.82 
52 2 1886.82 
53 2 1886.82 
54 2 1886.82 
55 2 1886.82 
56 2 1886.82 
57 2 1886.82 
58 2 1886.82 
59 2 1886.82 
60 2 1886.82 
61 2 1886.82 
62 2 1886.82 
63 2 1886.82 
64 2 1886.82 
65 2 1886.82 
66 2 1886.82 
67 2 1886.82 
68 2 1886.82 
69 2 1886.82 
70 2 1886.82 
71 2 1886.82 
72 2 1886.82 
73 2 1886.82 
74 2 1886.82 
75 2 1886.82 
76 2 1886.82 
77 2 1886.82 
78 2 1886.82 
79 2 1886.82 
80 2 1886.82 
81 2 1886.82 
82 2 1886.82 
83 2 1886.82 
84 2 1886.82 
85 2 1886.82 
86 2 1886.82 
87 2 1886.82 
88 2 1886.82 
89 2 1886.82 
90 2 1886.82 
91 2 1886.82 
92 2 1886.82 
93 2 1886.82 
94 2 1886.82 
95 2 1886.82 
96 2 1886.82 
97 2 1886.82 
98 2 1886.82 
99 2 1886.82 
0 909 4150.93
3 18 1456.71
5 3 1163.52
10 0 960.035
1886.82 4150.93 1456.71 1163.52 960.035
