Hello GP-ufjf!
NumTree: 1
TotalTrain : 410
TotalTest : 307
TotalValidation : 307
Criar populacao inicial
pop criada
0 188.134 
1 0 188.134 
2 0 188.134 
3 0 188.134 
4 0 188.134 
5 0 188.134 
6 0 188.134 
7 0 188.134 
8 0 188.134 
9 0 188.134 
10 0 188.134 
11 0 188.134 
12 0 188.134 
13 0 188.134 
14 0 188.134 
15 0 188.134 
16 0 188.134 
17 0 188.134 
18 0 188.134 
19 0 188.134 
20 0 188.134 
21 0 188.134 
22 0 188.134 
23 0 188.134 
24 0 188.134 
25 0 188.134 
26 0 188.134 
27 0 188.134 
28 0 188.134 
29 0 188.134 
30 0 188.134 
31 0 188.134 
32 0 188.134 
33 0 188.134 
34 0 188.134 
35 0 188.134 
36 0 188.134 
37 0 188.134 
38 0 188.134 
39 0 188.134 
40 0 188.134 
41 0 188.134 
42 0 188.134 
43 0 188.134 
44 0 188.134 
45 0 188.134 
46 0 188.134 
47 0 188.134 
48 0 188.134 
49 0 188.134 
50 0 188.134 
51 0 188.134 
52 0 188.134 
53 0 188.134 
54 0 213.323 
55 0 213.323 
56 0 213.323 
57 0 213.323 
58 0 213.323 
59 0 213.323 
60 0 213.323 
61 0 213.323 
62 0 213.323 
63 0 213.323 
64 0 213.323 
65 0 213.323 
66 0 213.323 
67 0 213.323 
68 0 213.323 
69 0 213.323 
70 0 213.323 
71 0 213.323 
72 0 213.323 
73 0 213.323 
74 0 213.323 
75 0 322.321 
76 0 322.321 
77 0 322.321 
78 0 322.321 
79 0 322.321 
80 0 322.321 
81 0 322.321 
82 0 322.321 
83 0 322.321 
84 0 322.321 
85 0 322.321 
86 0 322.321 
87 0 322.321 
88 0 322.321 
89 0 322.321 
90 0 322.321 
91 0 322.321 
92 0 322.321 
93 1 4320 
94 2 1270.42 
95 2 1270.42 
96 2 1270.42 
97 2 1270.42 
98 2 1270.42 
99 2 1270.42 
ACABOU TREINAMENTO
0 0 322.321
3 0 491
5 0 343.952
10 0 283
