Hello GP-ufjf!
NumTree: 1
TotalTrain : 410
TotalTest : 307
TotalValidation : 307
Criar populacao inicial
pop criada
0 1052.13 
1 0 1052.13 
2 0 1052.13 
3 0 1052.13 
4 0 1052.13 
5 0 1052.13 
6 0 1052.13 
7 0 1052.13 
8 0 1052.13 
9 0 1052.13 
10 0 1052.13 
11 0 1052.13 
12 0 1052.13 
13 0 1052.13 
14 0 1052.13 
15 0 1052.13 
16 0 1052.13 
17 0 1052.13 
18 0 1052.13 
19 0 1052.13 
20 0 1052.13 
21 0 1052.13 
22 0 1052.13 
23 0 1052.13 
24 0 1052.13 
25 0 1052.13 
26 0 1052.13 
27 0 1052.13 
28 0 1052.13 
29 0 1052.13 
30 0 1052.13 
31 0 1052.13 
32 0 1052.13 
33 0 1052.13 
34 0 1052.13 
35 0 1052.13 
36 0 1052.13 
37 0 1052.13 
38 0 1052.13 
39 0 1052.13 
40 0 1052.13 
41 0 1052.13 
42 0 1052.13 
43 0 1052.13 
44 0 1052.13 
45 0 1052.13 
46 0 1052.13 
47 0 1052.13 
48 0 1052.13 
49 0 1052.13 
50 0 1052.13 
51 0 1052.13 
52 0 1052.13 
53 0 1052.13 
54 0 1052.13 
55 0 1052.13 
56 0 1052.13 
57 0 1052.13 
58 0 1052.13 
59 0 1052.13 
60 0 1052.13 
61 0 1052.13 
62 0 1052.13 
63 0 1052.13 
64 0 1052.13 
65 0 1052.13 
66 0 1052.13 
67 0 1451.6 
68 0 1451.6 
69 0 1451.6 
70 0 1451.6 
71 0 1451.6 
72 0 1451.6 
73 0 1451.6 
74 0 1451.6 
75 0 1451.6 
76 0 1451.6 
77 0 1451.6 
78 0 1451.6 
79 0 1451.6 
80 0 1451.6 
81 0 1451.6 
82 0 1451.6 
83 0 1451.6 
84 0 1451.6 
85 0 1451.6 
86 0 1451.6 
87 1 763 
88 1 763 
89 1 763 
90 1 763 
91 1 763 
92 1 763 
93 1 763 
94 1 763 
95 1 763 
96 1 763 
97 1 763 
98 1 763 
99 1 763 
0 330 2630.44
3 12 1161.87
5 2 976.068
10 0 776.057
763 2630.44 1161.87 976.068 776.057
