1 1 1024
x y
-5 477.0
-4.990234375 472.473175505
-4.98046875 467.974658873
-4.970703125 463.504338673
-4.9609375 459.062103692
-4.951171875 454.647842936
-4.94140625 450.261445627
-4.931640625 445.902801208
-4.921875 441.571799338
-4.912109375 437.268329896
-4.90234375 432.992282979
-4.892578125 428.743548902
-4.8828125 424.522018198
-4.873046875 420.327581618
-4.86328125 416.160130132
-4.853515625 412.019554929
-4.84375 407.905747414
-4.833984375 403.818599212
-4.82421875 399.758002166
-4.814453125 395.723848337
-4.8046875 391.716030005
-4.794921875 387.734439668
-4.78515625 383.778970041
-4.775390625 379.849514058
-4.765625 375.945964873
-4.755859375 372.068215856
-4.74609375 368.216160596
-4.736328125 364.3896929
-4.7265625 360.588706795
-4.716796875 356.813096524
-4.70703125 353.06275655
-4.697265625 349.337581552
-4.6875 345.637466431
-4.677734375 341.962306302
-4.66796875 338.311996501
-4.658203125 334.686432582
-4.6484375 331.085510317
-4.638671875 327.509125696
-4.62890625 323.957174927
-4.619140625 320.429554438
-4.609375 316.926160872
-4.599609375 313.446891094
-4.58984375 309.991642185
-4.580078125 306.560311445
-4.5703125 303.152796391
-4.560546875 299.768994762
-4.55078125 296.40880451
-4.541015625 293.072123809
-4.53125 289.758851051
-4.521484375 286.468884845
-4.51171875 283.202124018
-4.501953125 279.958467618
-4.4921875 276.737814907
-4.482421875 273.540065369
-4.47265625 270.365118705
-4.462890625 267.212874834
-4.453125 264.083233893
-4.443359375 260.976096238
-4.43359375 257.891362444
-4.423828125 254.828933302
-4.4140625 251.788709823
-4.404296875 248.770593236
-4.39453125 245.774484989
-4.384765625 242.800286745
-4.375 239.847900391
-4.365234375 236.917228026
-4.35546875 234.008171972
-4.345703125 231.120634767
-4.3359375 228.254519168
-4.326171875 225.40972815
-4.31640625 222.586164907
-4.306640625 219.783732849
-4.296875 217.002335608
-4.287109375 214.241877031
-4.27734375 211.502261184
-4.267578125 208.783392353
-4.2578125 206.085175041
-4.248046875 203.407513969
-4.23828125 200.750314076
-4.228515625 198.11348052
-4.21875 195.496918678
-4.208984375 192.900534144
-4.19921875 190.324232731
-4.189453125 187.76792047
-4.1796875 185.23150361
-4.169921875 182.714888618
-4.16015625 180.217982181
