2 1 1024
y1 y2 x
-5 -5 1.47009427477 
-5 -4.6875 1.74415162259 
-5 -4.375 2.08114201954 
-5 -4.0625 2.49898626739 
-5 -3.75 3.02179997512 
-5 -3.4375 3.68244331711 
-5 -3.125 4.52629978306 
-5 -2.8125 5.61696699054 
-5 -2.5 7.04497325958 
-5 -2.1875 8.94136578206 
-5 -1.875 11.4992764768 
-5 -1.5625 15.0087566809 
-5 -1.25 19.9139476453 
-5 -0.9375 26.9080117548 
-5 -0.625 37.0911287756 
-5 -0.3125 52.2286962458 
-5 0 75.1460675373 
-5 0.3125 110.218270171 
-5 0.625 163.548175349 
-5 0.9375 241.356718154 
-5 1.25 343.718268215 
-5 1.5625 454.490892142 
-5 1.875 543.395755755 
-5 2.1875 591.721618849 
-5 2.5 607.589280798 
-5 2.8125 609.750080541 
-5 3.125 609.686186674 
-5 3.4375 606.213018698 
-5 3.75 585.841899215 
-5 4.0625 530.076022882 
-5 4.375 435.151354674 
-5 4.6875 323.976088103 
-4.6875 -5 1.25599537651 
-4.6875 -4.6875 1.49286641505 
-4.6875 -4.375 1.78425427247 
-4.6875 -4.0625 2.14569538378 
-4.6875 -3.75 2.5980987047 
-4.6875 -3.4375 3.16995745293 
-4.6875 -3.125 3.90062704573 
-4.6875 -2.8125 4.8452618746 
-4.6875 -2.5 6.0823772019 
-4.6875 -2.1875 7.72563773336 
-4.6875 -1.875 9.94256797255 
-4.6875 -1.5625 12.9847755503 
-4.6875 -1.25 17.2375553286 
-4.6875 -0.9375 23.3022597535 
-4.6875 -0.625 32.1333955038 
-4.6875 -0.3125 45.2626809819 
-4.6875 0 65.1416126176 
-4.6875 0.3125 95.5665267005 
-4.6875 0.625 141.833488028 
-4.6875 0.9375 209.341959165 
-4.6875 1.25 298.159228483 
-4.6875 1.5625 394.281560865 
-4.6875 1.875 471.435180992 
-4.6875 2.1875 513.379331143 
-4.6875 2.5 527.155656974 
-4.6875 2.8125 529.033259105 
-4.6875 3.125 528.97629134 
-4.6875 3.4375 525.959296569 
-4.6875 3.75 508.281726818 
-4.6875 4.0625 459.897942673 
-4.6875 4.375 377.543343047 
-4.6875 4.6875 281.091955825 
-4.375 -5 1.06389135246 
-4.375 -4.6875 1.26739631715 
-4.375 -4.375 1.51786648923 
-4.375 -4.0625 1.82869888844 
-4.375 -3.75 2.21792524418 
-4.375 -3.4375 2.71012044499 
-4.375 -3.125 3.33923111349 
-4.375 -2.8125 4.15283580721 
-4.375 -2.5 5.21867086002 
-4.375 -2.1875 6.63480423443 
-4.375 -1.875 8.54578372763 
-4.375 -1.5625 11.1687226749 
-4.375 -1.25 14.8361149748 
-4.375 -0.9375 20.0669349815 
-4.375 -0.625 27.6849816193 
-4.375 -0.3125 39.0123005517 
-4.375 0 56.1649384538 
-4.375 0.3125 82.4199906704 
-4.375 0.625 122.349600678 
-4.375 0.9375 180.616150295 
-4.375 1.25 257.280574106 
-4.375 1.5625 340.257673224 
-4.375 1.875 406.867282242 
-4.375 2.1875 443.085327559 
-4.375 2.5 454.985165059 
-4.375 2.8125 456.608663124 
-4.375 3.125 456.557909927 
-4.375 3.4375 453.950224633 
-4.375 3.75 438.68949003 
-4.375 4.0625 396.929418697 
-4.375 4.375 325.853535481 
-4.375 4.6875 242.613409482 
-4.0625 -5 0.892221581527 
-4.0625 -4.6875 1.06590964737 
-4.0625 -4.375 1.27981457984 
-4.0625 -4.0625 1.54542155467 
-4.0625 -3.75 1.87819112772 
-4.0625 -3.4375 2.29919665405 
-4.0625 -3.125 2.83755129931 
-4.0625 -2.8125 3.53406363437 
-4.0625 -2.5 4.44683762752 
-4.0625 -2.1875 5.66000353565 
-4.0625 -1.875 7.29757649955 
-4.0625 -1.5625 9.54584474385 
-4.0625 -1.25 12.6901176827 
-4.0625 -0.9375 17.1757541995 
-4.0625 -0.625 23.7097489488 
-4.0625 -0.3125 33.426777906 
-4.0625 0 48.1431200406 
-4.0625 0.3125 70.6718618118 
-4.0625 0.625 104.938229445 
-4.0625 0.9375 154.945927858 
-4.0625 1.25 220.750213707 
-4.0625 1.5625 291.980348155 
-4.0625 1.875 349.167520655 
-4.0625 2.1875 380.268551322 
-4.0625 2.5 390.491504003 
-4.0625 2.8125 391.887927247 
-4.0625 3.125 391.842727569 
-4.0625 3.4375 389.600813188 
-4.0625 3.75 376.499833115 
-4.0625 4.0625 340.658905155 
-4.0625 4.375 279.662012591 
-4.0625 4.6875 208.227855775 
-3.75 -5 0.739482877534 
-3.75 -4.6875 0.886642134816 
-3.75 -4.375 1.06801409844 
-3.75 -4.0625 1.29338293078 
-3.75 -3.75 1.575921553 
-3.75 -3.4375 1.93358792208 
-3.75 -3.125 2.39119476129 
-3.75 -2.8125 2.98352722231 
-3.75 -2.5 3.76011912728 
-3.75 -2.1875 4.79270002277 
-3.75 -1.875 6.18701665376 
-3.75 -1.5625 8.10193140611 
-3.75 -1.25 10.7807725289 
-3.75 -0.9375 14.6034014594 
-3.75 -0.625 20.1728892974 
-3.75 -0.3125 28.4572047226 
-3.75 0 41.0059162017 
-3.75 0.3125 60.2192703831 
-3.75 0.625 89.4469157304 
-3.75 0.9375 132.106516557 
-3.75 1.25 188.24827773 
-3.75 1.5625 249.026856558 
-3.75 1.875 297.830661768 
-3.75 2.1875 324.378962028 
-3.75 2.5 333.109950151 
-3.75 2.8125 334.304339491 
-3.75 3.125 334.264080912 
-3.75 3.4375 332.347601667 
-3.75 3.75 321.168206892 
-3.75 4.0625 290.593682462 
-3.75 4.375 238.564309114 
-3.75 4.6875 177.634205647 
-3.4375 -5 0.604229489191 
-3.4375 -4.6875 0.727896919241 
-3.4375 -4.375 0.880460243312 
-3.4375 -4.0625 1.07019734006 
-3.4375 -3.75 1.30825538127 
-3.4375 -3.4375 1.60983357224 
-3.4375 -3.125 1.99593650258 
-3.4375 -2.8125 2.49601545752 
-3.4375 -2.5 3.15201521146 
-3.4375 -2.1875 4.02468421688 
-3.4375 -1.875 5.20359216362 
-3.4375 -1.5625 6.82331527086 
-3.4375 -1.25 9.09000656834 
-3.4375 -0.9375 12.3255281043 
-3.4375 -0.625 17.0409244487 
-3.4375 -0.3125 24.056541406 
-3.4375 0 34.68576959 
-3.4375 0.3125 50.963277169 
-3.4375 0.625 75.7290261905 
-3.4375 0.9375 111.881729483 
-3.4375 1.25 159.467118446 
-3.4375 1.5625 210.990621289 
-3.4375 1.875 252.370775506 
-3.4375 2.1875 274.887535641 
-3.4375 2.5 282.297357245 
-3.4375 2.8125 283.312841244 
-3.4375 3.125 283.276958115 
-3.4375 3.4375 281.64865864 
-3.4375 3.75 272.170868735 
-3.4375 4.0625 246.259857241 
-3.4375 4.375 202.171413907 
-3.4375 4.6875 150.542874286 
-3.125 -5 0.485073100112 
-3.125 -4.6875 0.588044551006 
-3.125 -4.375 0.715227856835 
-3.125 -4.0625 0.873573880869 
-3.125 -3.75 1.0724451373 
