1 1 1024
x y
-5 2661.5
-4.990234375 2642.73060409
-4.98046875 2624.05891374
-4.970703125 2605.48459729
-4.9609375 2587.0073236
-4.951171875 2568.62676212
-4.94140625 2550.34258281
-4.931640625 2532.1544562
-4.921875 2514.06205335
-4.912109375 2496.06504587
-4.90234375 2478.16310592
-4.892578125 2460.35590619
-4.8828125 2442.64311994
-4.873046875 2425.02442096
-4.86328125 2407.49948359
-4.853515625 2390.06798271
-4.84375 2372.72959375
-4.833984375 2355.4839927
-4.82421875 2338.33085606
-4.814453125 2321.26986092
-4.8046875 2304.30068488
-4.794921875 2287.4230061
-4.78515625 2270.63650328
-4.775390625 2253.94085569
-4.765625 2237.3357431
-4.755859375 2220.82084587
-4.74609375 2204.39584488
-4.736328125 2188.06042156
-4.7265625 2171.8142579
-4.716796875 2155.65703641
-4.70703125 2139.58844018
-4.697265625 2123.60815281
-4.6875 2107.71585846
-4.677734375 2091.91124185
-4.66796875 2076.19398822
-4.658203125 2060.56378337
-4.6484375 2045.02031366
-4.638671875 2029.56326596
-4.62890625 2014.19232772
-4.619140625 1998.90718692
-4.609375 1983.70753208
-4.599609375 1968.59305227
-4.58984375 1953.56343712
-4.580078125 1938.61837679
-4.5703125 1923.75756199
-4.560546875 1908.98068397
-4.55078125 1894.28743454
-4.541015625 1879.67750605
-4.53125 1865.15059137
-4.521484375 1850.70638397
-4.51171875 1836.34457781
-4.501953125 1822.06486743
-4.4921875 1807.8669479
-4.482421875 1793.75051485
-4.47265625 1779.71526444
-4.462890625 1765.76089338
-4.453125 1751.88709894
-4.443359375 1738.09357891
-4.43359375 1724.38003165
-4.423828125 1710.74615606
-4.4140625 1697.19165156
-4.404296875 1683.71621816
-4.39453125 1670.31955638
-4.384765625 1657.0013673
-4.375 1643.76135254
-4.365234375 1630.59921428
-4.35546875 1617.51465522
-4.345703125 1604.50737864
-4.3359375 1591.57708834
-4.326171875 1578.72348866
-4.31640625 1565.94628451
-4.306640625 1553.24518133
-4.296875 1540.61988512
-4.287109375 1528.0701024
-4.27734375 1515.59554025
-4.267578125 1503.19590631
-4.2578125 1490.87090875
-4.248046875 1478.62025627
-4.23828125 1466.44365816
-4.228515625 1454.34082421
-4.21875 1442.31146479
-4.208984375 1430.35529078
-4.19921875 1418.47201365
-4.189453125 1406.66134537
-4.1796875 1394.9229985
-4.169921875 1383.2566861
-4.16015625 1371.66212182
-4.150390625 1360.13901983
-4.140625 1348.68709484
-4.130859375 1337.30606212
-4.12109375 1325.99563749
-4.111328125 1314.7555373
-4.1015625 1303.58547846
-4.091796875 1292.48517842
-4.08203125 1281.45435516
-4.072265625 1270.49272724
-4.0625 1259.60001373
-4.052734375 1248.77593427
-4.04296875 1238.02020904
-4.033203125 1227.33255876
-4.0234375 1216.7127047
-4.013671875 1206.16036867
-4.00390625 1195.67527303
-3.994140625 1185.2571407
-3.984375 1174.90569511
-3.974609375 1164.62066027
-3.96484375 1154.40176073
-3.955078125 1144.24872157
-3.9453125 1134.16126842
-3.935546875 1124.13912747
-3.92578125 1114.18202544
-3.916015625 1104.28968961
-3.90625 1094.46184778
-3.896484375 1084.69822833
-3.88671875 1074.99856016
-3.876953125 1065.36257273
-3.8671875 1055.78999604
-3.857421875 1046.28056063
-3.84765625 1036.83399759
-3.837890625 1027.45003856
-3.828125 1018.12841573
-3.818359375 1008.86886183
-3.80859375 999.671110117
-3.798828125 990.534894424
-3.7890625 981.459949115
-3.779296875 972.446009101
-3.76953125 963.492809838
-3.759765625 954.60008733
-3.75 945.767578125
-3.740234375 936.995019317
-3.73046875 928.282148546
-3.720703125 919.628703998
-3.7109375 911.034424404
-3.701171875 902.49904904
-3.69140625 894.02231773
-3.681640625 885.603970843
-3.671875 877.243749291
-3.662109375 868.941394535
-3.65234375 860.69664858
-3.642578125 852.509253977
-3.6328125 844.378953824
-3.623046875 836.305491762
-3.61328125 828.288611981
-3.603515625 820.328059213
-3.59375 812.423578739
-3.583984375 804.574916384
-3.57421875 796.781818519
-3.564453125 789.044032061
-3.5546875 781.361304471
-3.544921875 773.733383759
-3.53515625 766.160018478
-3.525390625 758.640957728
-3.515625 751.175951153
-3.505859375 743.764748945
-3.49609375 736.40710184
-3.486328125 729.102761121
-3.4765625 721.851478616
-3.466796875 714.653006698
-3.45703125 707.507098286
-3.447265625 700.413506846
-3.4375 693.371986389
-3.427734375 686.382291471
-3.41796875 679.444177194
-3.408203125 672.557399206
-3.3984375 665.721713701
-3.388671875 658.936877418
-3.37890625 652.202647642
-3.369140625 645.518782203
-3.359375 638.885039479
-3.349609375 632.30117839
-3.33984375 625.766958405
-3.330078125 619.282139537
-3.3203125 612.846482346
-3.310546875 606.459747936
-3.30078125 600.121697957
-3.291015625 593.832094607
-3.28125 587.590700626
-3.271484375 581.397279303
-3.26171875 575.251594471
-3.251953125 569.153410509
-3.2421875 563.102492342
-3.232421875 557.098605439
-3.22265625 551.141515818
-3.212890625 545.23099004
-3.203125 539.366795212
-3.193359375 533.548698988
-3.18359375 527.776469567
-3.173828125 522.049875692
-3.1640625 516.368686656
-3.154296875 510.732672292
-3.14453125 505.141602984
-3.134765625 499.595249659
-3.125 494.093383789
-3.115234375 488.635777394
-3.10546875 483.222203037
-3.095703125 477.85243383
-3.0859375 472.526243428
-3.076171875 467.243406032
-3.06640625 462.00369639
-3.056640625 456.806889795
-3.046875 451.652762085
-3.037109375 446.541089645
-3.02734375 441.471649405
-3.017578125 436.444218841
-3.0078125 431.458575973
-2.998046875 426.51449937
-2.98828125 421.611768144
-2.978515625 416.750161953
-2.96875 411.929461002
-2.958984375 407.149446041
-2.94921875 402.409898365
-2.939453125 397.710599816
-2.9296875 393.051332781
-2.919921875 388.431880192
-2.91015625 383.852025528
-2.900390625 379.311552813
-2.890625 374.810246617
-2.880859375 370.347892055
-2.87109375 365.924274788
-2.861328125 361.539181024
-2.8515625 357.192397514
-2.841796875 352.883711558
-2.83203125 348.612911
-2.822265625 344.379784228
-2.8125 340.184120178
-2.802734375 336.025708332
-2.79296875 331.904338716
-2.783203125 327.819801903
-2.7734375 323.77188901
-2.763671875 319.760391703
-2.75390625 315.785102189
-2.744140625 311.845813225
-2.734375 307.942318112
-2.724609375 304.074410695
-2.71484375 300.241885368
-2.705078125 296.444537069
-2.6953125 292.682161281
-2.685546875 288.954554034
-2.67578125 285.261511902
-2.666015625 281.602832007
-2.65625 277.978312016
-2.646484375 274.387750139
-2.63671875 270.830945137
-2.626953125 267.307696311
-2.6171875 263.817803511
-2.607421875 260.361067133
-2.59765625 256.937288117
-2.587890625 253.54626795
-2.578125 250.187808663
-2.568359375 246.861712834
-2.55859375 243.567783587
-2.548828125 240.305824592
-2.5390625 237.075640062
-2.529296875 233.877034759
-2.51953125 230.709813988
-2.509765625 227.573783603
-2.5 224.46875
-2.490234375 221.394520123
-2.48046875 218.350901461
-2.470703125 215.337702049
-2.4609375 212.354730466
-2.451171875 209.401795841
-2.44140625 206.478707843
-2.431640625 203.585276691
-2.421875 200.721313149
-2.412109375 197.886628524
-2.40234375 195.081034672
-2.392578125 192.304343993
-2.3828125 189.556369433
-2.373046875 186.836924484
-2.36328125 184.145823183
-2.353515625 181.482880114
-2.34375 178.847910404
-2.333984375 176.24072973
-2.32421875 173.66115431
-2.314453125 171.109000911
-2.3046875 168.584086845
-2.294921875 166.086229968
-2.28515625 163.615248684
-2.275390625 161.170961942
-2.265625 158.753189236
-2.255859375 156.361750606
-2.24609375 153.996466637
