Hello GP-ufjf!
NumTree: 1
TotalTrain : 410
TotalTest : 307
TotalValidation : 307
Criar populacao inicial
pop criada
0 1164.13 
1 0 1164.13 
2 0 1164.13 
3 0 1164.13 
4 0 1164.13 
5 0 1164.13 
6 0 1164.13 
7 0 1164.13 
8 0 1164.13 
9 0 1164.13 
10 0 1164.13 
11 0 1164.13 
12 0 1164.13 
13 0 1164.13 
14 0 1164.13 
15 0 1164.13 
16 0 1164.13 
17 0 1164.13 
18 0 1164.13 
19 0 1164.13 
20 0 1164.13 
21 0 1164.13 
22 0 1164.13 
23 0 1164.13 
24 0 1164.13 
25 0 1164.13 
26 0 1164.13 
27 0 1164.13 
28 0 1164.13 
29 0 1164.13 
30 0 1164.13 
31 0 1164.13 
32 1 2261.39 
33 1 2261.39 
34 1 2261.39 
35 1 2261.39 
36 1 2261.39 
37 1 2261.39 
38 1 2261.39 
39 1 2261.39 
40 1 2261.39 
41 1 2261.39 
42 1 2261.39 
43 1 2261.39 
44 1 2261.39 
45 1 2261.39 
46 1 2261.39 
47 1 2261.39 
48 1 2261.39 
49 1 2261.39 
50 1 2261.39 
51 1 3998.15 
52 1 3998.15 
53 1 3998.15 
54 1 3998.15 
55 1 3998.15 
56 1 3998.15 
57 1 3998.15 
58 1 3998.15 
59 1 3998.15 
60 1 3998.15 
61 1 3998.15 
62 1 3998.15 
63 1 3998.15 
64 1 3998.15 
65 1 3998.15 
66 1 3998.15 
67 1 3998.15 
68 1 3998.15 
69 1 3998.15 
70 1 3998.15 
71 1 3998.15 
72 1 3998.15 
73 1 3998.15 
74 1 3998.15 
75 1 3998.15 
76 1 3998.15 
77 1 3998.15 
78 1 3998.15 
79 1 3998.15 
80 1 3998.15 
81 1 3998.15 
82 1 3998.15 
83 1 3998.15 
84 1 3998.15 
85 1 3998.15 
86 1 3998.15 
87 1 3998.15 
88 1 3998.15 
89 1 3998.15 
90 1 3998.15 
91 1 3998.15 
92 1 3998.15 
93 1 3998.15 
94 1 3998.15 
95 1 3998.15 
96 1 3998.15 
97 1 3998.15 
98 1 3998.15 
99 1 3998.15 
0 186 2172.88
3 21 1359.43
5 4 1255.87
10 1 1036.3
3998.15 2172.88 1359.43 1255.87 1036.3
